timestamp,route_id,hour,day_of_week,weather,weather_code,has_event,congestion_pct,current_speed,freeflow_speed,confidence
2026-01-10T10:57:37.092011,R005,19,4,clear,0,1,100.0,6.0,40,0.86
2026-01-10T11:57:37.092011,R001,20,4,clear,0,1,100.0,9.0,60,0.86
2026-01-10T11:57:37.092011,R002,20,4,clear,0,1,100.0,8.25,55,0.88
2026-01-10T11:57:37.092011,R003,20,4,clear,0,1,100.0,10.5,70,0.97
2026-01-10T11:57:37.092011,R004,20,4,clear,0,1,100.0,6.75,45,0.97
2026-01-10T11:57:37.092011,R005,20,4,clear,0,1,100.0,6.0,40,0.85
2026-01-10T12:57:37.092011,R001,21,4,clear,0,1,51.33,33.82,60,0.85
2026-01-10T12:57:37.092011,R002,21,4,clear,0,1,55.86,28.89,55,0.96
2026-01-10T12:57:37.092011,R003,21,4,clear,0,1,52.77,38.6,70,0.91
2026-01-10T12:57:37.092011,R004,21,4,clear,0,1,55.04,23.95,45,0.93
2026-01-10T12:57:37.092011,R005,21,4,clear,0,1,53.01,21.98,40,0.98
2026-01-10T13:57:37.092011,R001,22,4,clear,0,0,31.04,44.17,60,0.9
2026-01-10T13:57:37.092011,R002,22,4,clear,0,0,26.95,42.4,55,0.86
2026-01-10T13:57:37.092011,R003,22,4,clear,0,0,41.85,45.1,70,0.89
2026-01-10T13:57:37.092011,R004,22,4,clear,0,0,40.55,29.49,45,0.98
2026-01-10T13:57:37.092011,R005,22,4,clear,0,0,33.58,28.58,40,0.95
2026-01-10T14:57:37.092011,R001,23,4,clear,0,0,23.04,48.25,60,0.9
2026-01-10T14:57:37.092011,R002,23,4,clear,0,0,5.18,52.58,55,0.94
2026-01-10T14:57:37.092011,R003,23,4,clear,0,0,7.14,65.75,70,0.86
2026-01-10T14:57:37.092011,R004,23,4,clear,0,0,17.13,38.45,45,0.89
2026-01-10T14:57:37.092011,R005,23,4,clear,0,0,8.56,37.09,40,0.87
2026-01-10T15:57:37.092011,R001,0,5,clear,0,0,7.9,55.97,60,0.89
2026-01-10T15:57:37.092011,R002,0,5,clear,0,0,4.13,53.07,55,0.97
2026-01-10T15:57:37.092011,R003,0,5,clear,0,0,0.0,70.0,70,0.85
2026-01-10T15:57:37.092011,R004,0,5,clear,0,0,1.52,44.42,45,0.87
2026-01-10T15:57:37.092011,R005,0,5,clear,0,0,2.32,39.21,40,0.99
2026-01-10T16:57:37.092011,R001,1,5,clear,0,0,4.46,57.72,60,0.93
2026-01-10T16:57:37.092011,R002,1,5,clear,0,0,3.68,53.28,55,0.89
2026-01-10T16:57:37.092011,R003,1,5,clear,0,0,4.31,67.44,70,0.89
2026-01-10T16:57:37.092011,R004,1,5,clear,0,0,1.93,44.26,45,0.87
2026-01-10T16:57:37.092011,R005,1,5,clear,0,0,0.0,40.0,40,0.87
2026-01-10T17:57:37.092011,R001,2,5,clear,0,0,7.33,56.26,60,0.96
2026-01-10T17:57:37.092011,R002,2,5,clear,0,0,5.69,52.34,55,0.96
2026-01-10T17:57:37.092011,R003,2,5,clear,0,0,3.2,68.1,70,0.85
2026-01-10T17:57:37.092011,R004,2,5,clear,0,0,0.0,45.0,45,0.96
2026-01-10T17:57:37.092011,R005,2,5,clear,0,0,2.34,39.2,40,0.95
2026-01-10T18:57:37.092011,R001,3,5,clear,0,0,1.99,58.99,60,0.88
2026-01-10T18:57:37.092011,R002,3,5,clear,0,0,0.0,55.0,55,0.87
2026-01-10T18:57:37.092011,R003,3,5,clear,0,0,0.0,70.0,70,0.92
2026-01-10T18:57:37.092011,R004,3,5,clear,0,0,8.16,41.88,45,0.93
2026-01-10T18:57:37.092011,R005,3,5,clear,0,0,5.05,38.28,40,0.9
2026-01-10T19:57:37.092011,R001,4,5,clear,0,0,10.9,54.44,60,0.91
2026-01-10T19:57:37.092011,R002,4,5,clear,0,0,6.17,52.11,55,0.95
2026-01-10T19:57:37.092011,R003,4,5,clear,0,0,8.43,64.99,70,0.87
2026-01-10T19:57:37.092011,R004,4,5,clear,0,0,0.0,45.0,45,0.99
2026-01-10T19:57:37.092011,R005,4,5,clear,0,0,7.55,37.43,40,0.94
2026-01-10T20:57:37.092011,R001,5,5,clear,0,0,10.78,54.5,60,0.97
2026-01-10T20:57:37.092011,R002,5,5,clear,0,0,12.37,49.22,55,0.94
2026-01-10T20:57:37.092011,R003,5,5,clear,0,0,12.08,62.81,70,0.88
2026-01-10T20:57:37.092011,R004,5,5,clear,0,0,13.2,39.95,45,0.86
2026-01-10T20:57:37.092011,R005,5,5,clear,0,0,21.89,32.56,40,0.92
2026-01-10T21:57:37.092011,R001,6,5,clear,0,0,36.97,41.15,60,0.91
2026-01-10T21:57:37.092011,R002,6,5,clear,0,0,34.89,38.69,55,0.86
2026-01-10T21:57:37.092011,R003,6,5,clear,0,0,36.66,48.19,70,0.99
2026-01-10T21:57:37.092011,R004,6,5,clear,0,0,34.04,31.98,45,0.95
2026-01-10T21:57:37.092011,R005,6,5,clear,0,0,27.61,30.61,40,0.86
2026-01-10T22:57:37.092011,R001,7,5,clear,0,0,51.36,33.81,60,0.93
2026-01-10T22:57:37.092011,R002,7,5,clear,0,0,60.71,26.62,55,0.93
2026-01-10T22:57:37.092011,R003,7,5,clear,0,0,62.96,32.54,70,0.94
2026-01-10T22:57:37.092011,R004,7,5,clear,0,0,58.67,22.56,45,0.93
2026-01-10T22:57:37.092011,R005,7,5,clear,0,0,64.0,18.24,40,0.91
2026-01-10T23:57:37.092011,R001,8,5,clear,0,0,71.27,23.65,60,0.85
2026-01-10T23:57:37.092011,R002,8,5,clear,0,0,67.07,23.64,55,0.85
2026-01-10T23:57:37.092011,R003,8,5,clear,0,0,66.62,30.36,70,0.96
2026-01-10T23:57:37.092011,R004,8,5,clear,0,0,58.29,22.7,45,0.89
2026-01-10T23:57:37.092011,R005,8,5,clear,0,0,61.65,19.04,40,0.93
2026-01-11T00:57:37.092011,R001,9,5,clear,0,0,68.55,25.04,60,0.91
2026-01-11T00:57:37.092011,R002,9,5,clear,0,0,57.32,28.2,55,0.88
2026-01-11T00:57:37.092011,R003,9,5,clear,0,0,71.26,27.6,70,0.96
2026-01-11T00:57:37.092011,R004,9,5,clear,0,0,59.4,22.28,45,0.86
2026-01-11T00:57:37.092011,R005,9,5,clear,0,0,61.43,19.11,40,0.98
2026-01-11T01:57:37.092011,R001,10,5,clear,0,0,42.85,38.14,60,0.93
2026-01-11T01:57:37.092011,R002,10,5,clear,0,0,50.33,31.47,55,0.9
2026-01-11T01:57:37.092011,R003,10,5,clear,0,0,39.12,46.72,70,0.95
2026-01-11T01:57:37.092011,R004,10,5,clear,0,0,54.2,24.27,45,0.92
2026-01-11T01:57:37.092011,R005,10,5,clear,0,0,46.89,24.06,40,0.91
2026-01-11T02:57:37.092011,R001,11,5,clear,0,0,35.46,41.91,60,0.93
2026-01-11T02:57:37.092011,R002,11,5,clear,0,0,38.86,36.83,55,0.97
2026-01-11T02:57:37.092011,R003,11,5,clear,0,0,42.64,44.63,70,0.97
2026-01-11T02:57:37.092011,R004,11,5,clear,0,0,36.27,31.13,45,0.92
2026-01-11T02:57:37.092011,R005,11,5,clear,0,0,45.52,24.52,40,0.88
2026-01-11T03:57:37.092011,R001,12,5,clear,0,0,40.4,39.4,60,0.95
2026-01-11T03:57:37.092011,R002,12,5,clear,0,0,35.7,38.31,55,0.96
2026-01-11T03:57:37.092011,R003,12,5,clear,0,0,37.71,47.56,70,0.91
2026-01-11T03:57:37.092011,R004,12,5,clear,0,0,43.61,28.32,45,0.93
2026-01-11T03:57:37.092011,R005,12,5,clear,0,0,31.84,29.17,40,0.89
2026-01-11T04:57:37.092011,R001,13,5,clear,0,0,49.88,34.56,60,0.86
2026-01-11T04:57:37.092011,R002,13,5,clear,0,0,52.56,30.43,55,0.93
2026-01-11T04:57:37.092011,R003,13,5,clear,0,0,44.57,43.48,70,0.9
2026-01-11T04:57:37.092011,R004,13,5,clear,0,0,46.03,27.39,45,0.99
2026-01-11T04:57:37.092011,R005,13,5,clear,0,0,44.16,24.98,40,0.87
2026-01-11T05:57:37.092011,R001,14,5,clear,0,0,43.11,38.01,60,0.91
2026-01-11T05:57:37.092011,R002,14,5,clear,0,0,38.12,37.18,55,0.91
2026-01-11T05:57:37.092011,R003,14,5,clear,0,0,39.51,46.49,70,0.91
2026-01-11T05:57:37.092011,R004,14,5,clear,0,0,39.81,29.77,45,0.97
2026-01-11T05:57:37.092011,R005,14,5,clear,0,0,39.93,26.42,40,0.99
2026-01-11T06:57:37.092011,R001,15,5,clear,0,0,38.48,40.37,60,0.99
2026-01-11T06:57:37.092011,R002,15,5,clear,0,0,36.87,37.76,55,0.87
2026-01-11T06:57:37.092011,R003,15,5,clear,0,0,47.34,41.83,70,0.91
2026-01-11T06:57:37.092011,R004,15,5,clear,0,0,37.48,30.67,45,0.92
2026-01-11T06:57:37.092011,R005,15,5,clear,0,0,43.68,25.15,40,0.92
2026-01-11T07:57:37.092011,R001,16,5,clear,0,0,51.36,33.81,60,0.91
2026-01-11T07:57:37.092011,R002,16,5,clear,0,0,62.54,25.76,55,0.85
2026-01-11T07:57:37.092011,R003,16,5,clear,0,0,54.66,37.48,70,0.89
2026-01-11T07:57:37.092011,R004,16,5,clear,0,0,47.21,26.94,45,0.97
2026-01-11T07:57:37.092011,R005,16,5,clear,0,0,49.49,23.17,40,0.93
2026-01-11T08:57:37.092011,R001,17,5,clear,0,0,70.3,24.15,60,0.99
2026-01-11T08:57:37.092011,R002,17,5,clear,0,0,58.39,27.7,55,0.94
2026-01-11T08:57:37.092011,R003,17,5,clear,0,0,64.91,31.38,70,0.91
2026-01-11T08:57:37.092011,R004,17,5,clear,0,0,61.27,21.56,45,0.98
2026-01-11T08:57:37.092011,R005,17,5,clear,0,0,64.28,18.14,40,0.95
2026-01-11T09:57:37.092011,R001,18,5,clear,0,0,63.7,27.51,60,0.94
2026-01-11T09:57:37.092011,R002,18,5,clear,0,0,59.34,27.26,55,0.85
2026-01-11T09:57:37.092011,R003,18,5,clear,0,0,58.31,35.31,70,0.91
2026-01-11T09:57:37.092011,R004,18,5,clear,0,0,56.52,23.38,45,0.97
2026-01-11T09:57:37.092011,R005,18,5,clear,0,0,57.77,20.36,40,0.93
2026-01-11T10:57:37.092011,R001,19,5,clear,0,0,64.55,27.08,60,0.97
2026-01-11T10:57:37.092011,R002,19,5,clear,0,0,56.61,28.53,55,0.88
2026-01-11T10:57:37.092011,R003,19,5,clear,0,0,64.91,31.38,70,0.88
2026-01-11T10:57:37.092011,R004,19,5,clear,0,0,60.37,21.91,45,0.89
2026-01-11T10:57:37.092011,R005,19,5,clear,0,0,57.53,20.44,40,0.98
2026-01-11T11:57:37.092011,R001,20,5,clear,0,0,48.75,35.14,60,0.93
2026-01-11T11:57:37.092011,R002,20,5,clear,0,0,49.48,31.87,55,0.9
2026-01-11T11:57:37.092011,R003,20,5,clear,0,0,43.78,43.95,70,0.86
2026-01-11T11:57:37.092011,R004,20,5,clear,0,0,44.5,27.98,45,0.89
2026-01-11T11:57:37.092011,R005,20,5,clear,0,0,47.75,23.76,40,0.93
2026-01-11T12:57:37.092011,R001,21,5,clear,0,0,39.38,39.92,60,0.89
2026-01-11T12:57:37.092011,R002,21,5,clear,0,0,39.57,36.5,55,0.94
2026-01-11T12:57:37.092011,R003,21,5,clear,0,0,40.44,45.94,70,0.86
2026-01-11T12:57:37.092011,R004,21,5,clear,0,0,34.43,31.83,45,0.92
2026-01-11T12:57:37.092011,R005,21,5,clear,0,0,28.81,30.21,40,0.91
2026-01-11T13:57:37.092011,R001,22,5,clear,0,0,19.25,50.18,60,0.98
2026-01-11T13:57:37.092011,R002,22,5,clear,0,0,21.01,45.18,55,0.98
2026-01-11T13:57:37.092011,R003,22,5,clear,0,0,29.37,52.52,70,0.98
2026-01-11T13:57:37.092011,R004,22,5,clear,0,0,25.33,35.31,45,0.86
2026-01-11T13:57:37.092011,R005,22,5,clear,0,0,17.21,34.15,40,0.93
2026-01-11T14:57:37.092011,R001,23,5,clear,0,0,10.6,54.59,60,0.92
2026-01-11T14:57:37.092011,R002,23,5,clear,0,0,0.0,55.0,55,0.89
2026-01-11T14:57:37.092011,R003,23,5,clear,0,0,14.03,61.65,70,0.87
2026-01-11T14:57:37.092011,R004,23,5,clear,0,0,16.35,38.75,45,0.95
2026-01-11T14:57:37.092011,R005,23,5,clear,0,0,13.27,35.49,40,0.96
2026-01-11T15:57:37.092011,R001,0,6,rain,1,0,29.87,44.77,60,0.96
2026-01-11T15:57:37.092011,R002,0,6,rain,1,0,21.45,44.97,55,0.87
2026-01-11T15:57:37.092011,R003,0,6,rain,1,0,17.57,59.55,70,0.92
2026-01-11T15:57:37.092011,R004,0,6,rain,1,0,18.53,37.91,45,0.95
2026-01-11T15:57:37.092011,R005,0,6,rain,1,0,28.4,30.34,40,0.91
2026-01-11T16:57:37.092011,R001,1,6,rain,1,0,26.69,46.39,60,0.86
2026-01-11T16:57:37.092011,R002,1,6,rain,1,0,26.07,42.81,55,0.86
2026-01-11T16:57:37.092011,R003,1,6,rain,1,0,28.21,53.22,70,0.95
2026-01-11T16:57:37.092011,R004,1,6,rain,1,0,23.9,35.86,45,0.87
2026-01-11T16:57:37.092011,R005,1,6,rain,1,0,26.09,31.13,40,0.88
2026-01-11T17:57:37.092011,R001,2,6,rain,1,0,28.01,45.72,60,0.96
2026-01-11T17:57:37.092011,R002,2,6,rain,1,0,24.42,43.59,55,0.9
2026-01-11T17:57:37.092011,R003,2,6,rain,1,0,31.63,51.18,70,0.93
2026-01-11T17:57:37.092011,R004,2,6,rain,1,0,24.06,35.8,45,0.91
2026-01-11T17:57:37.092011,R005,2,6,rain,1,0,24.15,31.79,40,0.93
2026-01-11T18:57:37.092011,R001,3,6,rain,1,0,38.6,40.31,60,0.94
2026-01-11T18:57:37.092011,R002,3,6,rain,1,0,34.21,39.01,55,0.97
2026-01-11T18:57:37.092011,R003,3,6,rain,1,0,18.12,59.22,70,0.92
2026-01-11T18:57:37.092011,R004,3,6,rain,1,0,31.65,32.89,45,0.91
2026-01-11T18:57:37.092011,R005,3,6,rain,1,0,31.42,29.32,40,0.94
2026-01-11T19:57:37.092011,R001,4,6,rain,1,0,25.17,47.16,60,0.98
2026-01-11T19:57:37.092011,R002,4,6,rain,1,0,30.37,40.8,55,0.94
2026-01-11T19:57:37.092011,R003,4,6,rain,1,0,26.42,54.28,70,0.93
2026-01-11T19:57:37.092011,R004,4,6,rain,1,0,30.33,33.4,45,0.85
2026-01-11T19:57:37.092011,R005,4,6,rain,1,0,29.6,29.94,40,0.9
2026-01-11T20:57:37.092011,R001,5,6,rain,1,0,36.71,41.28,60,0.89
2026-01-11T20:57:37.092011,R002,5,6,rain,1,0,27.91,41.95,55,0.93
2026-01-11T20:57:37.092011,R003,5,6,rain,1,0,35.14,49.09,70,0.96
2026-01-11T20:57:37.092011,R004,5,6,rain,1,0,27.07,34.65,45,0.96
2026-01-11T20:57:37.092011,R005,5,6,rain,1,0,28.31,30.37,40,0.91
2026-01-11T21:57:37.092011,R001,6,6,rain,1,0,49.39,34.81,60,0.96
2026-01-11T21:57:37.092011,R002,6,6,rain,1,0,55.02,29.28,55,0.97
2026-01-11T21:57:37.092011,R003,6,6,rain,1,0,48.16,41.35,70,0.91
2026-01-11T21:57:37.092011,R004,6,6,rain,1,0,46.49,27.22,45,0.85
2026-01-11T21:57:37.092011,R005,6,6,rain,1,0,37.93,27.11,40,0.89
2026-01-11T22:57:37.092011,R001,7,6,rain,1,0,74.57,21.97,60,0.92
2026-01-11T22:57:37.092011,R002,7,6,rain,1,0,73.22,20.77,55,0.98
2026-01-11T22:57:37.092011,R003,7,6,rain,1,0,54.67,37.47,70,0.96
2026-01-11T22:57:37.092011,R004,7,6,rain,1,0,71.39,17.69,45,0.91
2026-01-11T22:57:37.092011,R005,7,6,rain,1,0,71.19,15.79,40,0.93
2026-01-11T23:57:37.092011,R001,8,6,rain,1,0,66.66,26.0,60,0.98
2026-01-11T23:57:37.092011,R002,8,6,rain,1,0,78.91,18.11,55,0.98
2026-01-11T23:57:37.092011,R003,8,6,rain,1,0,74.32,25.78,70,0.87
2026-01-11T23:57:37.092011,R004,8,6,rain,1,0,75.9,15.97,45,0.88
2026-01-11T23:57:37.092011,R005,8,6,rain,1,0,81.13,12.42,40,0.91
2026-01-12T00:57:37.092011,R001,9,6,rain,1,0,74.27,22.12,60,0.85
2026-01-12T00:57:37.092011,R002,9,6,rain,1,0,70.09,22.23,55,0.9
2026-01-12T00:57:37.092011,R003,9,6,rain,1,0,71.13,27.68,70,0.98
2026-01-12T00:57:37.092011,R004,9,6,rain,1,0,70.41,18.07,45,0.89
2026-01-12T00:57:37.092011,R005,9,6,rain,1,0,66.38,17.43,40,0.94
2026-01-12T01:57:37.092011,R001,10,6,rain,1,0,66.06,26.31,60,0.98
2026-01-12T01:57:37.092011,R002,10,6,rain,1,0,55.24,29.17,55,0.95
2026-01-12T01:57:37.092011,R003,10,6,rain,1,0,54.43,37.62,70,0.88
2026-01-12T01:57:37.092011,R004,10,6,rain,1,0,51.88,25.16,45,0.86
2026-01-12T01:57:37.092011,R005,10,6,rain,1,0,56.45,20.81,40,0.91
2026-01-12T02:57:37.092011,R001,11,6,rain,1,0,53.19,32.87,60,0.88
2026-01-12T02:57:37.092011,R002,11,6,rain,1,0,51.96,30.71,55,0.88
2026-01-12T02:57:37.092011,R003,11,6,rain,1,0,50.17,40.15,70,0.94
2026-01-12T02:57:37.092011,R004,11,6,rain,1,0,47.81,26.71,45,0.93
2026-01-12T02:57:37.092011,R005,11,6,rain,1,0,63.57,18.39,40,0.87
2026-01-12T03:57:37.092011,R001,12,6,rain,1,0,49.5,34.76,60,0.85
2026-01-12T03:57:37.092011,R002,12,6,rain,1,0,51.23,31.05,55,0.88
2026-01-12T03:57:37.092011,R003,12,6,rain,1,0,64.33,31.72,70,0.91
2026-01-12T03:57:37.092011,R004,12,6,rain,1,0,51.36,25.35,45,0.91
2026-01-12T03:57:37.092011,R005,12,6,rain,1,0,55.17,21.24,40,0.85
2026-01-12T04:57:37.092011,R001,13,6,rain,1,0,49.9,34.55,60,0.9
2026-01-12T04:57:37.092011,R002,13,6,rain,1,0,61.31,26.34,55,0.85
2026-01-12T04:57:37.092011,R003,13,6,rain,1,0,49.41,40.6,70,0.9
2026-01-12T04:57:37.092011,R004,13,6,rain,1,0,52.42,24.95,45,0.88
2026-01-12T04:57:37.092011,R005,13,6,rain,1,0,57.35,20.5,40,0.94
2026-01-12T05:57:37.092011,R001,14,6,rain,1,0,59.34,29.74,60,0.97
2026-01-12T05:57:37.092011,R002,14,6,rain,1,0,58.76,27.53,55,0.86
2026-01-12T05:57:37.092011,R003,14,6,rain,1,0,48.46,41.17,70,0.94
2026-01-12T05:57:37.092011,R004,14,6,rain,1,0,47.3,26.91,45,0.86
2026-01-12T05:57:37.092011,R005,14,6,rain,1,0,50.1,22.97,40,0.96
